# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\gimmick.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110

# id	left	top	right	bottom	texture_id
[SPRITES]
#GIMMICK
# idle right
1000	0	0	16	19	0
1001	26	0	42	19	0

# walk right
1002	52	0	68	19	0		
1003	78	0	94	19	0
1004	104	0	120	19 	0
1005	130	0	146	19	0
1006	156	0	172	19	0
1007	182	0	198	19	0

#jump right
1008	208	0	224	24	0
1009	234	0	250	16	0

# idle left
10065	1508	0	1524	19	0
10066	1534	0	1550	19	0

#walk left
10067	1560	0	1576	19	0
10068	1586	0	1602	19	0
10069	1612	0	1628	19	0
10070	1638	0	1654	19	0
10071	1664	0	1680	19	0
10072	1690	0	1706	19	0

#jump left
10073	1716	0	1732	24	0
10074	1742	0	1756	16	0


#BRICK
20001	408	225	424	241	20
#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10

#brick with question mark animation
35201	300	117	316	133	20
35202	318	117	334	133	20
35203	352	117	352	133	20
35204	355	117	370	133	20
						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== GIMMICK =========
#idle right
352	1000	100	1001	100
#idle left
401	10065	100	10066	100

#walk right
500	1002	100	1003	100	1004	100	1005	100	1006	100	1007	100
#walk left
501	10065	100	10066	100	10067	100	10068	100	10069	100	10070	100	10071	100	10072	100

#jump right

#jump left

# ==== BRICK =========
601	20001	100

# ==== QUESTION MARK BRICK =========
602	35201	1000	35201	100	35202	100	35203	100	35204	100


# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100



#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	352	401	402	403	500	501	502	503
# BRICK 
2	601
# QUESTION MARK BRICK 
22	602
# GOOMBA
3	701	702

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba
# MARIO
0	50.0	255	1

# GOOMBA
#2	200	135	3
#2	260	135	3
#2	320	135	3
#2	480	135	3
#2	500	135	3

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	352	2
1	16	352	2
1	32	352	2
1	48	352	2
1	64	352	2
1	80	352	2
1	96	352	2
1	112	352	2
1	128	352	2
1	144	352	2
1	160	352	2
1	176	352	2
1	192	352	2
1	208	352	2
1	224	352	2
1	240	352	2
1	256	352	2
1	272	352	2
1	288	352	2
1	304	352	2
1	320	352	2
1	352	352	2
1	352	352	2
1	368	352	2
1	384	352	2
1	352	352	2
1	352	352	2
1	432	352	2
1	448	352	2

# ---- brick group 1 ----
1	100	74	2
1	100	90	22
1	84	90	22

# ---- brick group 2 ----
1	160	74	2
1	160	90	22
1	144	90	22

# ---- brick group 3 ----
1	220	74	2
1	220	90	22
1	204	90	22

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	352	2

[TILEMAP]
#10	textures\world1-1\tilesheet.png	textures\world1-1\matrix.txt	14	12	27	177	16	16
10	textures\world1\tilesheet.png	textures\world1\matrix.txt	13	11	23	52	16	16
